FECHA,HORA,AJM,BJU,CAM,FAR,GAM,HGM,INN,MER,MGH,MPA,PED,SAC,SAG,SFE,TLA,UIZ,XAL
14/3/2024,11,21,-99,31,-99,29,-99,-99,27,-99,20,-99,-99,29,-99,32,25,-99
14/3/2024,12,16,19,20,-99,15,-99,-99,17,-99,20,-99,-99,19,-99,18,27,-99
14/3/2024,13,16,17,10,-99,16,-99,-99,24,-99,11,-99,-99,15,-99,17,20,-99
14/3/2024,14,17,19,13,-99,19,-99,13,19,-99,13,-99,-99,21,-99,16,25,-99
14/3/2024,15,27,27,20,-99,26,-99,23,22,-99,28,-99,-99,23,-99,20,38,-99
14/3/2024,16,21,33,29,-99,37,-99,31,25,-99,24,-99,-99,30,-99,24,27,-99
14/3/2024,17,25,31,26,-99,30,-99,25,26,-99,31,-99,-99,22,-99,29,30,-99
14/3/2024,18,27,28,36,-99,42,-99,16,27,-99,39,-99,-99,30,-99,34,35,-99
14/3/2024,19,20,25,26,-99,33,-99,17,30,-99,49,-99,-99,33,-99,28,27,-99
14/3/2024,20,23,21,12,-99,29,-99,10,18,-99,49,-99,-99,24,-99,18,23,-99
14/3/2024,21,14,18,15,-99,19,-99,10,15,-99,46,-99,-99,22,-99,15,18,-99
14/3/2024,22,10,19,13,-99,21,-99,9,15,-99,37,-99,-99,30,-99,20,16,-99
14/3/2024,23,10,20,12,-99,22,-99,6,19,-99,15,-99,-99,30,-99,18,14,-99
14/3/2024,24,6,21,10,-99,18,-99,3,17,-99,11,-99,-99,24,-99,29,14,-99
15/3/2024,1,6,19,11,-99,20,-99,4,21,-99,6,-99,-99,31,-99,25,20,-99
15/3/2024,2,11,12,11,-99,21,-99,2,20,-99,11,-99,-99,28,-99,22,17,-99
15/3/2024,3,9,12,17,-99,17,-99,2,15,-99,8,-99,-99,16,-99,15,17,-99
15/3/2024,4,7,15,18,-99,15,-99,3,12,-99,5,-99,-99,12,-99,14,15,-99
15/3/2024,5,7,11,10,-99,14,-99,5,11,-99,5,-99,-99,16,-99,13,12,-99
15/3/2024,6,6,17,16,-99,19,-99,3,13,-99,6,-99,-99,21,-99,17,16,-99
15/3/2024,7,7,22,33,-99,28,-99,4,19,-99,5,-99,-99,49,-99,22,22,-99
15/3/2024,8,12,46,40,-99,43,-99,2,33,-99,11,-99,-99,77,-99,44,34,-99
15/3/2024,9,12,34,42,-99,44,-99,-99,22,-99,11,-99,-99,78,-99,38,44,-99
15/3/2024,10,11,30,33,-99,51,-99,-99,22,-99,12,-99,-99,61,-99,37,41,-99
15/3/2024,11,8,31,33,-99,32,-99,-99,22,-99,17,-99,-99,40,-99,25,27,-99
15/3/2024,12,6,13,13,-99,17,-99,-99,12,-99,31,-99,-99,22,-99,25,21,-99
15/3/2024,13,11,13,14,-99,8,-99,-99,12,-99,24,-99,-99,18,-99,13,23,-99
15/3/2024,14,13,17,14,-99,17,-99,-99,12,-99,14,-99,-99,18,-99,18,20,-99
15/3/2024,15,18,17,14,-99,19,-99,21,16,-99,16,-99,-99,19,-99,7,29,-99
15/3/2024,16,24,18,18,-99,16,-99,23,14,-99,20,-99,-99,14,-99,19,23,-99
15/3/2024,17,19,-99,16,-99,22,-99,26,27,-99,29,-99,-99,30,-99,29,35,-99
15/3/2024,18,17,-99,32,-99,48,-99,22,33,-99,21,-99,-99,48,-99,12,38,-99
15/3/2024,19,17,-99,36,-99,35,-99,14,25,-99,26,-99,-99,42,-99,16,31,-99
15/3/2024,20,16,21,25,-99,27,-99,13,20,-99,20,-99,-99,36,-99,18,24,-99
15/3/2024,21,14,22,21,-99,28,-99,16,18,-99,13,-99,-99,24,-99,35,28,-99
15/3/2024,22,20,21,22,-99,31,-99,15,23,-99,12,21,-99,41,-99,27,44,-99
15/3/2024,23,25,25,25,-99,41,-99,14,25,-99,12,27,-99,45,-99,37,38,-99
15/3/2024,24,23,32,37,-99,43,-99,5,31,-99,13,22,-99,35,-99,39,36,-99
16/3/2024,1,23,35,34,-99,41,-99,11,37,-99,11,22,-99,38,-99,31,39,-99
16/3/2024,2,22,26,32,-99,38,-99,15,34,-99,10,20,-99,31,-99,22,43,-99
16/3/2024,3,22,22,28,-99,34,-99,16,23,-99,10,19,-99,26,-99,26,36,-99
16/3/2024,4,21,22,23,-99,30,-99,14,18,-99,10,16,-99,25,-99,22,25,-99
16/3/2024,5,21,21,22,-99,33,-99,10,29,-99,11,15,-99,34,-99,21,26,-99
16/3/2024,6,19,23,20,-99,35,-99,8,34,-99,13,15,-99,34,-99,23,28,-99
16/3/2024,7,19,30,25,-99,39,-99,10,29,-99,15,20,-99,39,-99,29,34,-99
16/3/2024,8,17,41,36,-99,41,-99,13,-99,-99,20,21,-99,37,-99,27,36,-99
16/3/2024,9,21,37,45,-99,47,-99,12,-99,-99,22,39,-99,47,-99,34,47,-99
16/3/2024,10,22,32,34,-99,40,-99,20,-99,-99,22,36,-99,43,-99,41,53,-99
16/3/2024,11,18,23,29,-99,35,-99,16,-99,-99,18,30,-99,33,-99,35,33,-99
16/3/2024,12,17,22,20,-99,-99,-99,18,20,-99,23,25,-99,22,-99,21,33,-99
16/3/2024,13,20,25,24,-99,21,-99,22,17,-99,28,25,-99,30,-99,23,29,-99
16/3/2024,14,21,25,23,-99,25,-99,-99,22,-99,18,37,-99,22,-99,20,31,-99
16/3/2024,15,37,35,21,-99,29,-99,27,24,-99,23,41,-99,24,-99,23,52,-99
16/3/2024,16,32,50,25,-99,48,-99,31,38,-99,39,48,-99,41,-99,-99,52,-99
16/3/2024,17,35,30,44,-99,106,-99,24,37,-99,23,33,-99,30,-99,41,42,-99
16/3/2024,18,22,-99,43,-99,55,-99,19,27,-99,42,24,-99,40,-99,47,45,-99
16/3/2024,19,20,21,27,-99,31,-99,17,25,-99,33,-99,-99,31,-99,41,28,-99
16/3/2024,20,16,18,-99,-99,20,-99,14,18,-99,23,22,-99,-99,-99,26,20,-99
16/3/2024,21,12,16,11,-99,18,-99,11,15,-99,18,14,-99,20,-99,21,15,-99
16/3/2024,22,9,17,19,-99,44,-99,6,15,-99,11,13,-99,26,-99,23,19,-99
16/3/2024,23,3,16,22,-99,24,-99,4,15,-99,11,-99,-99,24,-99,22,15,-99
16/3/2024,24,4,13,15,-99,31,-99,3,12,-99,8,9,-99,26,-99,18,18,-99
17/3/2024,1,5,12,10,-99,19,-99,3,14,-99,9,8,-99,37,-99,20,20,-99
17/3/2024,2,6,10,13,-99,-99,-99,4,15,-99,4,9,-99,31,-99,17,19,-99
17/3/2024,3,6,9,13,-99,-99,-99,5,12,-99,4,6,-99,26,-99,13,22,-99
17/3/2024,4,5,11,17,-99,-99,-99,4,13,-99,8,6,-99,15,-99,13,19,-99
17/3/2024,5,5,12,12,-99,21,-99,10,13,-99,6,4,-99,15,-99,15,15,-99
17/3/2024,6,5,14,12,-99,22,-99,6,11,-99,5,7,-99,37,-99,11,19,-99
17/3/2024,7,5,16,15,-99,35,-99,5,18,-99,8,6,-99,53,-99,15,20,-99
17/3/2024,8,7,24,21,-99,50,-99,5,20,-99,8,11,-99,61,-99,22,39,-99
17/3/2024,9,8,18,26,-99,40,-99,7,22,-99,11,13,-99,70,-99,31,31,-99
17/3/2024,10,11,20,23,-99,21,-99,6,12,-99,17,14,-99,40,-99,28,26,-99
17/3/2024,11,8,16,15,-99,33,-99,9,13,-99,19,16,-99,20,-99,18,20,-99
17/3/2024,12,9,12,22,-99,25,-99,7,18,-99,16,12,-99,18,-99,14,14,-99
17/3/2024,13,10,12,17,-99,16,-99,10,14,-99,31,14,-99,13,-99,15,13,-99
17/3/2024,14,13,12,16,-99,16,-99,18,12,-99,18,14,-99,13,-99,16,15,-99
17/3/2024,15,23,22,13,-99,15,-99,25,15,-99,23,20,-99,20,-99,21,20,-99
17/3/2024,16,28,26,15,-99,25,-99,29,17,-99,22,-99,-99,48,-99,9,41,-99
17/3/2024,17,24,23,17,-99,49,-99,28,26,-99,29,25,-99,49,-99,17,42,-99
17/3/2024,18,34,28,21,-99,31,-99,17,28,-99,19,26,-99,48,-99,-99,34,-99
17/3/2024,19,15,18,24,-99,22,-99,14,21,-99,28,17,-99,24,-99,-99,26,-99
17/3/2024,20,12,14,18,-99,16,-99,17,16,-99,25,13,-99,19,-99,-99,17,-99
17/3/2024,21,10,16,15,-99,15,-99,15,11,-99,13,9,-99,18,-99,-99,16,-99
17/3/2024,22,7,11,10,-99,13,-99,12,11,-99,11,12,-99,18,-99,10,17,-99
17/3/2024,23,8,12,10,-99,13,-99,12,9,-99,8,14,-99,21,-99,12,13,-99
17/3/2024,24,7,13,14,-99,14,-99,7,8,-99,4,9,-99,22,-99,15,13,-99
18/3/2024,1,8,14,13,-99,15,-99,7,15,-99,5,8,-99,26,-99,15,17,-99
18/3/2024,2,9,14,12,-99,17,-99,2,17,-99,2,7,-99,21,-99,15,18,-99
18/3/2024,3,7,12,10,-99,18,-99,-99,14,-99,5,5,-99,26,-99,13,19,-99
18/3/2024,4,6,9,11,-99,17,-99,-99,12,-99,5,6,-99,30,-99,11,16,-99
18/3/2024,5,5,9,14,-99,18,-99,-99,10,-99,4,-99,-99,35,-99,11,12,-99
18/3/2024,6,7,10,13,-99,22,-99,-99,18,-99,5,-99,-99,32,-99,11,12,-99
18/3/2024,7,7,15,11,-99,33,-99,-99,25,-99,7,-99,-99,28,-99,12,17,-99
18/3/2024,8,12,29,37,-99,36,-99,-99,25,-99,12,-99,-99,34,-99,18,24,-99
18/3/2024,9,9,24,23,-99,37,-99,-99,26,-99,14,-99,-99,42,-99,31,25,-99
18/3/2024,10,13,33,21,-99,35,-99,-99,27,-99,12,-99,-99,41,-99,32,31,-99
18/3/2024,11,11,28,23,-99,26,-99,-99,18,-99,5,-99,-99,28,-99,36,24,-99
18/3/2024,12,12,14,24,-99,20,-99,-99,13,-99,14,-99,-99,21,-99,18,14,-99
18/3/2024,13,10,14,10,-99,10,-99,-99,12,-99,24,11,-99,16,-99,16,15,-99
18/3/2024,14,12,16,12,-99,14,-99,-99,8,-99,33,19,-99,17,-99,19,17,-99
18/3/2024,15,21,17,24,-99,14,-99,-99,16,-99,29,20,-99,31,-99,10,17,-99
18/3/2024,16,25,-99,18,-99,130,-99,-99,16,-99,51,32,-99,18,-99,16,-99,-99
18/3/2024,17,18,-99,15,-99,21,-99,29,15,-99,26,19,-99,20,-99,-99,-99,-99
18/3/2024,18,19,-99,18,-99,-99,-99,23,11,-99,32,17,-99,23,-99,-99,-99,-99
18/3/2024,19,15,14,16,-99,25,-99,17,12,-99,26,24,-99,47,-99,-99,32,-99
18/3/2024,20,14,16,57,-99,42,-99,16,22,-99,26,36,-99,85,-99,-99,21,-99
18/3/2024,21,47,84,70,-99,85,-99,17,76,-99,16,75,-99,65,-99,-99,42,-99
18/3/2024,22,56,58,59,-99,47,-99,78,47,-99,27,47,-99,45,-99,-99,58,-99
18/3/2024,23,43,43,41,-99,29,-99,60,39,-99,47,39,-99,43,-99,-99,53,-99
18/3/2024,24,23,22,20,-99,19,-99,28,22,-99,37,21,-99,30,-99,-99,38,-99
19/3/2024,1,16,18,18,-99,13,-99,18,15,-99,25,15,-99,18,-99,-99,22,-99
19/3/2024,2,18,15,13,-99,9,-99,16,10,-99,18,18,-99,13,-99,-99,15,-99
19/3/2024,3,15,13,23,-99,8,-99,12,9,-99,14,14,-99,14,-99,-99,14,-99
19/3/2024,4,14,14,14,-99,9,-99,13,11,-99,16,13,-99,11,-99,-99,14,-99
19/3/2024,5,13,13,16,-99,9,-99,13,11,-99,15,-99,-99,10,-99,-99,15,-99
19/3/2024,6,12,14,13,-99,11,-99,11,10,-99,13,14,-99,11,-99,-99,11,-99
19/3/2024,7,12,12,13,-99,12,-99,12,11,-99,16,15,-99,16,-99,-99,9,-99
19/3/2024,8,15,18,15,-99,18,-99,13,13,-99,21,23,-99,27,-99,-99,12,-99
19/3/2024,9,14,21,21,-99,23,-99,15,17,-99,14,18,-99,43,-99,-99,19,-99
19/3/2024,10,20,21,24,-99,27,-99,25,21,-99,17,18,-99,36,-99,-99,30,-99
19/3/2024,11,17,26,26,-99,26,-99,27,22,-99,23,24,-99,32,-99,-99,31,-99
19/3/2024,12,16,31,36,-99,23,-99,23,28,-99,27,28,-99,-99,-99,-99,37,-99
19/3/2024,13,12,17,21,-99,21,-99,21,21,-99,29,17,-99,-99,-99,-99,29,-99
19/3/2024,14,12,23,20,-99,16,-99,23,21,-99,31,17,-99,-99,-99,-99,30,-99
19/3/2024,15,15,23,21,-99,19,-99,22,22,-99,25,19,-99,-99,-99,-99,24,-99
19/3/2024,16,32,25,31,-99,24,-99,24,17,-99,22,24,-99,-99,-99,-99,24,-99
19/3/2024,17,24,29,21,-99,26,-99,35,26,-99,22,29,-99,25,-99,-99,44,-99
19/3/2024,18,27,35,29,-99,35,-99,31,46,-99,24,37,-99,30,-99,-99,45,-99
19/3/2024,19,22,30,30,-99,-99,-99,27,27,-99,24,27,-99,38,-99,-99,37,-99
19/3/2024,20,22,27,31,-99,-99,-99,20,26,-99,24,26,-99,45,-99,-99,34,-99
19/3/2024,21,18,29,24,-99,-99,-99,18,22,-99,22,16,-99,38,-99,-99,29,-99
19/3/2024,22,15,23,32,-99,-99,-99,11,18,-99,24,14,-99,34,-99,-99,25,-99
19/3/2024,23,13,20,33,-99,37,-99,29,21,-99,16,15,-99,35,-99,-99,22,-99
19/3/2024,24,12,30,20,-99,37,-99,9,14,-99,19,12,-99,42,-99,-99,20,-99
20/3/2024,1,10,19,22,-99,26,-99,11,25,-99,12,9,-99,32,-99,-99,20,-99
20/3/2024,2,10,16,37,-99,17,-99,11,18,-99,13,7,-99,26,-99,-99,22,-99
20/3/2024,3,10,18,32,-99,17,-99,11,15,-99,10,10,-99,35,-99,-99,18,-99
20/3/2024,4,8,17,28,-99,15,-99,9,14,-99,8,16,-99,27,-99,-99,14,-99
20/3/2024,5,9,15,24,-99,14,-99,9,13,-99,10,9,-99,17,-99,-99,16,-99
20/3/2024,6,14,21,38,-99,16,-99,9,17,-99,10,9,-99,32,-99,-99,16,-99
20/3/2024,7,15,24,40,-99,21,-99,9,24,-99,12,15,-99,44,-99,-99,23,-99
20/3/2024,8,23,41,52,-99,28,-99,8,32,-99,11,21,-99,70,-99,-99,31,-99
20/3/2024,9,24,30,34,-99,34,-99,10,27,-99,14,27,-99,79,-99,-99,30,-99
20/3/2024,10,19,25,29,-99,37,-99,9,27,-99,22,23,-99,40,-99,-99,25,-99
20/3/2024,11,-99,29,28,-99,37,-99,-99,23,-99,25,31,-99,51,-99,-99,33,-99
20/3/2024,12,15,26,24,-99,27,-99,-99,27,-99,20,29,-99,40,-99,-99,32,-99
20/3/2024,13,14,-99,25,-99,25,-99,-99,17,-99,26,21,-99,25,-99,-99,24,-99
20/3/2024,14,20,-99,17,-99,24,-99,-99,18,-99,38,21,-99,43,-99,-99,25,-99
20/3/2024,15,24,-99,21,-99,24,-99,33,18,-99,35,26,-99,23,-99,-99,42,-99
20/3/2024,16,30,-99,19,-99,39,-99,33,25,-99,24,28,-99,39,-99,-99,47,-99
20/3/2024,17,24,31,31,-99,34,-99,26,26,-99,26,32,-99,47,-99,-99,38,-99
20/3/2024,18,27,39,22,-99,55,-99,23,39,-99,62,31,-99,45,-99,-99,39,-99
20/3/2024,19,17,38,26,-99,42,-99,22,38,-99,36,30,-99,37,-99,-99,37,-99
20/3/2024,20,15,23,21,-99,40,-99,19,31,-99,20,24,-99,95,-99,-99,25,-99
20/3/2024,21,18,23,23,-99,49,-99,13,42,-99,16,21,-99,54,-99,-99,23,-99
20/3/2024,22,19,19,45,-99,51,-99,13,33,-99,15,21,-99,49,-99,-99,33,-99
20/3/2024,23,16,15,43,-99,45,-99,15,38,-99,16,19,-99,59,-99,-99,46,-99
20/3/2024,24,15,22,39,-99,42,-99,9,38,-99,13,17,-99,46,-99,-99,41,-99
21/3/2024,1,13,24,36,-99,48,-99,7,38,-99,13,13,-99,38,-99,36,39,-99
21/3/2024,2,14,15,28,-99,51,-99,6,28,-99,10,-99,-99,22,-99,39,36,-99
21/3/2024,3,7,18,15,-99,40,-99,-99,26,-99,11,11,-99,30,-99,57,21,-99
21/3/2024,4,10,18,48,-99,22,-99,7,19,-99,9,8,-99,46,-99,39,15,-99
21/3/2024,5,14,18,40,-99,18,-99,17,15,-99,7,9,-99,44,-99,30,15,-99
21/3/2024,6,10,25,30,-99,13,-99,8,15,-99,7,16,-99,44,-99,31,17,-99
21/3/2024,7,10,28,50,-99,19,-99,7,-99,-99,9,14,-99,63,-99,39,24,-99
21/3/2024,8,13,55,60,-99,40,-99,7,34,-99,12,22,-99,89,-99,66,29,-99
21/3/2024,9,14,36,40,-99,34,-99,11,28,-99,11,25,-99,64,-99,58,31,-99
21/3/2024,10,17,25,26,-99,33,-99,7,25,-99,14,18,-99,59,-99,93,34,-99
21/3/2024,11,18,26,28,-99,31,-99,11,24,-99,14,21,-99,27,-99,18,22,-99
21/3/2024,12,14,17,10,-99,46,-99,15,15,-99,22,27,-99,25,-99,17,18,-99
21/3/2024,13,15,14,23,-99,33,-99,26,17,-99,38,20,-99,26,-99,23,22,-99
21/3/2024,14,25,20,26,-99,20,-99,40,25,-99,47,25,-99,31,-99,25,23,-99
21/3/2024,15,25,33,29,-99,36,-99,47,25,-99,60,43,-99,40,-99,32,40,-99
21/3/2024,16,31,-99,39,-99,48,-99,47,41,-99,39,52,-99,50,-99,39,51,-99
21/3/2024,17,45,-99,42,-99,69,-99,37,66,-99,34,55,-99,61,-99,50,60,-99
21/3/2024,18,16,-99,36,-99,56,-99,24,39,-99,27,28,-99,67,-99,30,40,-99
21/3/2024,19,17,-99,25,-99,41,-99,17,26,-99,18,20,-99,51,-99,24,29,-99
21/3/2024,20,14,22,22,-99,27,-99,21,27,-99,18,-99,-99,31,-99,21,23,-99
21/3/2024,21,12,22,17,-99,24,-99,21,17,-99,15,18,-99,33,-99,24,21,-99
21/3/2024,22,9,22,20,-99,24,-99,16,18,-99,12,13,-99,27,-99,24,20,-99
21/3/2024,23,6,17,17,-99,23,-99,13,14,-99,7,15,-99,25,-99,15,16,-99
21/3/2024,24,4,14,14,-99,20,-99,9,13,-99,6,8,-99,20,-99,9,15,-99
22/3/2024,1,4,10,10,-99,17,-99,6,15,-99,5,-99,-99,18,-99,9,20,-99
22/3/2024,2,4,8,9,-99,11,-99,3,13,-99,6,8,-99,14,-99,17,27,-99
22/3/2024,3,3,14,7,-99,9,-99,5,9,-99,4,11,-99,11,-99,8,17,-99
22/3/2024,4,4,23,8,-99,8,-99,4,9,-99,5,8,-99,7,-99,11,18,-99
22/3/2024,5,3,19,6,-99,10,-99,7,16,-99,4,9,-99,16,-99,9,18,-99
22/3/2024,6,4,17,10,-99,12,-99,4,19,-99,5,5,-99,16,-99,13,19,-99
22/3/2024,7,4,21,14,-99,21,-99,3,21,-99,8,9,-99,30,-99,16,26,-99
22/3/2024,8,7,31,46,-99,35,-99,8,29,-99,26,23,-99,31,-99,33,37,-99
22/3/2024,9,7,24,34,-99,45,-99,9,40,-99,11,18,-99,42,-99,30,39,-99
22/3/2024,10,9,24,20,-99,36,-99,6,13,-99,23,-99,-99,22,-99,28,24,-99
22/3/2024,11,-99,25,-99,-99,19,-99,10,16,-99,-99,-99,-99,26,-99,19,19,-99
22/3/2024,12,-99,24,-99,-99,-99,-99,31,13,-99,-99,-99,-99,20,-99,15,15,-99
22/3/2024,13,-99,26,-99,-99,29,-99,46,17,-99,-99,-99,-99,27,-99,26,39,-99
22/3/2024,14,29,32,-99,-99,44,-99,37,21,-99,-99,38,-99,-99,-99,26,34,-99
22/3/2024,15,27,31,-99,-99,46,-99,41,21,-99,-99,44,-99,-99,-99,26,53,-99
22/3/2024,16,31,38,-99,-99,42,-99,34,24,-99,40,45,-99,-99,-99,24,36,-99
22/3/2024,17,28,38,-99,-99,29,-99,34,24,-99,33,52,-99,-99,-99,29,37,-99
22/3/2024,18,23,33,-99,-99,23,-99,22,22,-99,32,51,-99,-99,-99,20,44,-99
22/3/2024,19,19,27,-99,-99,22,-99,19,17,-99,22,21,-99,-99,-99,25,33,-99
22/3/2024,20,19,23,-99,-99,19,-99,-99,17,-99,19,22,-99,34,-99,28,29,-99
22/3/2024,21,19,25,16,-99,17,-99,16,19,-99,14,23,-99,21,-99,26,25,-99
22/3/2024,22,16,21,20,-99,19,-99,15,17,-99,14,-99,-99,32,-99,34,22,-99
22/3/2024,23,11,15,22,-99,30,-99,10,17,-99,14,19,-99,41,-99,22,22,-99
22/3/2024,24,11,14,29,-99,39,-99,7,16,-99,14,14,-99,31,-99,22,25,-99
23/3/2024,1,13,19,17,-99,32,-99,7,16,-99,11,13,-99,27,-99,22,27,-99
23/3/2024,2,14,23,13,-99,28,-99,7,22,-99,10,15,-99,32,-99,24,32,-99
23/3/2024,3,17,22,12,-99,26,-99,7,21,-99,13,15,-99,30,-99,12,30,-99
23/3/2024,4,16,25,28,-99,31,-99,7,19,-99,10,17,-99,43,-99,27,21,-99
23/3/2024,5,13,21,35,-99,33,-99,8,21,-99,9,26,-99,58,-99,31,22,-99
23/3/2024,6,15,21,30,-99,34,-99,9,23,-99,11,13,-99,39,-99,40,28,-99
23/3/2024,7,15,28,20,-99,51,-99,9,25,-99,16,14,-99,34,-99,29,39,-99
23/3/2024,8,16,42,33,-99,52,-99,8,47,-99,15,17,-99,42,-99,39,38,-99
23/3/2024,9,22,36,38,-99,45,-99,11,32,-99,27,28,-99,35,-99,41,39,-99
23/3/2024,10,25,34,36,-99,40,-99,17,32,-99,23,28,-99,58,-99,49,41,-99
23/3/2024,11,25,32,33,-99,38,-99,26,28,-99,35,27,-99,55,-99,43,37,-99
23/3/2024,12,30,32,31,-99,30,-99,26,27,-99,30,30,-99,37,-99,37,39,-99
23/3/2024,13,28,32,28,-99,25,-99,35,24,-99,13,34,-99,30,-99,39,37,-99
23/3/2024,14,29,29,27,-99,28,-99,-99,25,-99,17,35,-99,29,-99,31,32,-99
23/3/2024,15,27,28,25,-99,31,-99,32,33,-99,18,41,-99,35,-99,29,49,-99
23/3/2024,16,23,31,34,-99,39,-99,38,47,-99,23,29,-99,48,-99,27,47,-99
23/3/2024,17,25,38,39,-99,46,-99,32,48,-99,43,47,-99,58,-99,40,50,-99
23/3/2024,18,-99,37,42,-99,66,-99,33,47,-99,70,37,-99,60,-99,45,59,-99
23/3/2024,19,-99,26,38,-99,47,-99,19,27,-99,64,34,-99,48,-99,37,36,-99
23/3/2024,20,-99,22,25,-99,32,-99,16,23,-99,50,20,-99,28,-99,30,24,-99
23/3/2024,21,-99,21,-99,-99,26,-99,12,23,-99,45,17,-99,28,-99,24,20,-99
23/3/2024,22,11,15,21,-99,25,-99,8,18,-99,16,14,-99,32,-99,25,19,-99
23/3/2024,23,7,15,16,-99,22,-99,8,10,-99,25,12,-99,23,-99,17,16,-99
23/3/2024,24,8,12,10,-99,15,-99,5,11,-99,41,11,-99,35,-99,19,11,-99
24/3/2024,1,7,12,8,-99,27,-99,8,10,-99,69,15,-99,42,-99,26,14,-99
24/3/2024,2,8,12,9,-99,21,-99,6,12,-99,60,10,-99,41,-99,31,12,-99
24/3/2024,3,6,10,10,-99,12,-99,5,13,-99,25,5,-99,43,-99,15,7,-99
24/3/2024,4,4,6,11,-99,11,-99,5,11,-99,12,-99,-99,38,-99,10,7,-99
24/3/2024,5,10,6,12,-99,8,-99,3,8,-99,8,6,-99,22,-99,10,9,-99
24/3/2024,6,14,10,9,-99,-99,-99,5,-99,-99,11,7,-99,21,-99,12,16,-99
24/3/2024,7,-99,14,12,-99,15,-99,-99,12,-99,14,5,-99,17,-99,23,14,-99
24/3/2024,8,-99,20,18,-99,17,-99,6,18,-99,16,12,-99,30,-99,21,30,-99
24/3/2024,9,-99,16,16,-99,22,-99,5,19,-99,29,11,-99,43,-99,27,60,-99
24/3/2024,10,10,33,26,-99,35,-99,15,31,-99,23,18,-99,51,-99,32,61,-99
24/3/2024,11,20,46,30,-99,43,-99,28,42,-99,33,34,-99,-99,-99,30,64,-99
24/3/2024,12,41,28,26,-99,-99,-99,30,-99,-99,44,29,-99,59,-99,31,66,-99
24/3/2024,13,24,41,29,-99,57,-99,36,25,-99,51,18,-99,69,-99,30,155,-99
24/3/2024,14,40,87,39,-99,59,-99,69,31,-99,50,54,-99,88,-99,36,193,-99
24/3/2024,15,43,77,51,-99,150,-99,81,71,-99,59,62,-99,174,-99,44,110,-99
24/3/2024,16,39,80,59,-99,85,-99,73,51,-99,66,59,-99,131,-99,53,110,-99
24/3/2024,17,29,59,68,-99,71,-99,50,66,-99,154,53,-99,117,-99,53,85,-99
24/3/2024,18,26,56,70,-99,61,-99,40,51,-99,64,51,-99,55,-99,62,58,-99
24/3/2024,19,25,53,63,-99,76,-99,31,44,-99,66,43,-99,79,-99,41,41,-99
24/3/2024,20,24,32,34,-99,44,-99,25,29,-99,32,24,-99,45,-99,19,30,-99
24/3/2024,21,16,32,28,-99,25,-99,16,20,-99,16,18,-99,24,-99,28,22,-99
24/3/2024,22,12,21,25,-99,24,-99,13,17,-99,14,16,-99,35,-99,15,17,-99
24/3/2024,23,13,17,17,-99,18,-99,8,16,-99,11,21,-99,25,-99,14,24,-99
24/3/2024,24,15,19,16,-99,16,-99,7,16,-99,8,12,-99,20,-99,10,25,-99
25/3/2024,1,8,19,13,-99,19,-99,9,18,-99,8,11,-99,13,-99,11,21,-99
25/3/2024,2,19,20,9,-99,19,-99,6,13,-99,10,13,-99,13,-99,9,19,-99
25/3/2024,3,12,15,8,-99,17,-99,6,16,-99,7,12,-99,14,-99,9,12,-99
25/3/2024,4,6,16,12,-99,15,-99,6,14,-99,5,13,-99,10,-99,14,15,-99
25/3/2024,5,11,-99,15,-99,15,-99,-99,15,-99,5,14,-99,9,-99,15,12,-99
25/3/2024,6,2,-99,14,-99,9,-99,6,11,-99,8,13,-99,11,-99,14,10,-99
25/3/2024,7,4,-99,17,-99,14,-99,10,17,-99,12,11,-99,17,-99,20,23,-99
25/3/2024,8,7,-99,32,-99,27,-99,23,21,-99,74,24,-99,34,-99,24,31,-99
25/3/2024,9,20,-99,30,-99,26,-99,17,29,-99,94,21,-99,31,-99,34,91,-99
25/3/2024,10,33,-99,29,-99,36,-99,45,34,-99,22,25,-99,40,-99,39,55,-99
25/3/2024,11,17,-99,34,-99,42,-99,33,38,-99,57,40,-99,38,-99,33,48,-99
25/3/2024,12,88,-99,37,-99,30,-99,72,37,-99,69,52,-99,42,-99,47,79,-99
25/3/2024,13,64,-99,76,-99,58,-99,84,-99,-99,-99,62,-99,57,-99,61,96,-99
25/3/2024,14,57,-99,75,-99,75,-99,112,54,-99,-99,82,-99,-99,-99,87,78,-99
25/3/2024,15,41,-99,80,-99,111,-99,133,57,-99,-99,74,-99,-99,-99,-99,82,-99
25/3/2024,16,22,-99,75,-99,71,-99,113,57,-99,42,73,-99,74,-99,-99,100,-99
25/3/2024,17,29,-99,75,-99,91,-99,64,61,-99,23,56,-99,83,-99,57,73,-99
25/3/2024,18,23,-99,47,-99,62,-99,44,46,-99,37,35,-99,74,-99,32,44,-99
25/3/2024,19,24,-99,26,-99,35,-99,28,25,-99,17,28,-99,38,-99,29,26,-99
25/3/2024,20,25,-99,21,-99,26,-99,23,21,-99,16,22,-99,25,-99,27,22,-99
25/3/2024,21,22,-99,19,-99,22,-99,19,19,-99,12,19,-99,23,-99,14,21,-99
25/3/2024,22,18,-99,19,-99,19,-99,11,13,-99,12,18,-99,26,-99,10,24,-99
25/3/2024,23,17,-99,13,-99,14,-99,11,12,-99,15,18,-99,20,-99,9,26,-99
25/3/2024,24,13,-99,11,-99,13,-99,5,12,-99,10,-99,-99,15,-99,12,27,-99
