FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
2/11/2024,3,-99,20,-99,12,11,12,10,15,-99,-99,7,-99,19,19,-99,-99,16,-99,-99,20,12,24,-99,24,14,24,11,-99,-99,-99,12,12,14,-99,15,16
2/11/2024,4,-99,15,-99,9,12,18,10,14,-99,-99,8,-99,18,17,-99,-99,14,-99,-99,21,10,21,-99,18,17,25,12,-99,-99,-99,13,13,12,-99,21,20
2/11/2024,5,-99,15,-99,9,12,19,10,14,-99,-99,7,-99,16,18,-99,-99,21,-99,-99,24,10,15,-99,13,13,19,14,-99,-99,-99,13,16,11,-99,18,19
2/11/2024,6,-99,11,-99,13,17,20,14,19,-99,-99,9,-99,19,22,-99,-99,23,-99,-99,25,17,14,-99,15,13,18,19,-99,-99,-99,20,22,13,-99,16,21
2/11/2024,7,-99,12,-99,15,19,24,13,17,-99,-99,15,-99,17,21,-99,-99,22,-99,-99,25,23,13,-99,16,13,18,20,-99,-99,-99,23,20,16,-99,18,23
2/11/2024,8,-99,17,-99,11,21,24,12,17,-99,-99,20,-99,16,19,-99,-99,22,-99,-99,28,21,13,-99,16,13,20,17,-99,-99,-99,21,18,18,-99,16,22
2/11/2024,9,-99,14,-99,14,21,23,14,16,-99,-99,20,-99,16,22,-99,-99,23,-99,-99,29,18,15,-99,11,16,21,18,-99,-99,-99,23,17,17,-99,14,24
2/11/2024,10,-99,11,-99,12,14,17,14,20,-99,-99,19,-99,21,26,-99,-99,21,-99,-99,24,12,-99,-99,12,12,18,21,-99,-99,-99,20,16,13,-99,12,28
2/11/2024,11,-99,11,-99,13,12,17,11,16,-99,-99,17,-99,25,23,-99,-99,17,-99,-99,23,10,-99,-99,24,11,20,23,-99,-99,-99,17,24,15,-99,12,30
2/11/2024,12,-99,12,-99,13,12,19,10,15,-99,-99,15,-99,23,21,-99,-99,19,-99,-99,24,14,11,-99,20,13,24,25,-99,-99,-99,18,21,15,-99,11,32
2/11/2024,13,-99,11,-99,8,14,20,11,15,-99,-99,13,-99,20,20,-99,-99,23,-99,-99,23,17,9,-99,19,11,24,17,-99,-99,-99,20,20,14,-99,8,27
2/11/2024,14,-99,10,-99,7,13,23,12,15,-99,-99,16,-99,13,15,-99,-99,20,-99,-99,20,16,9,-99,12,12,21,14,-99,-99,-99,23,14,14,-99,6,17
2/11/2024,15,-99,12,-99,8,12,23,12,12,-99,-99,10,-99,6,8,-99,-99,20,-99,-99,27,19,9,-99,12,10,19,13,-99,-99,-99,21,8,15,-99,4,20
2/11/2024,16,-99,11,-99,8,13,21,14,11,-99,-99,9,-99,5,8,-99,-99,27,-99,-99,18,24,8,-99,12,13,15,12,-99,-99,-99,20,8,15,-99,5,28
2/11/2024,17,-99,14,-99,7,14,19,18,10,-99,-99,11,-99,9,13,-99,-99,21,-99,-99,19,25,10,-99,12,18,13,15,-99,-99,-99,20,10,12,-99,9,27
2/11/2024,18,-99,14,-99,15,12,28,15,12,-99,-99,17,-99,11,15,-99,-99,19,-99,-99,21,23,8,-99,17,10,10,20,-99,-99,-99,29,10,9,-99,10,21
2/11/2024,19,-99,18,-99,17,14,29,16,16,-99,-99,17,-99,7,15,-99,-99,22,-99,-99,26,27,9,-99,17,12,13,18,-99,-99,-99,27,11,12,-99,13,23
2/11/2024,20,-99,13,-99,18,16,22,16,19,-99,-99,16,-99,9,11,-99,-99,21,-99,-99,30,26,15,-99,20,11,16,16,-99,-99,-99,26,14,13,-99,12,17
2/11/2024,21,-99,10,-99,19,15,19,15,22,-99,-99,18,-99,21,16,-99,-99,18,-99,-99,25,21,12,-99,22,18,18,18,-99,-99,-99,20,18,17,-99,15,17
2/11/2024,22,-99,14,-99,14,22,23,17,18,-99,-99,16,-99,24,23,-99,-99,20,-99,-99,24,24,13,-99,20,16,18,20,-99,-99,-99,17,28,20,-99,16,28
2/11/2024,23,-99,11,-99,13,23,24,22,16,-99,-99,13,-99,20,25,-99,-99,26,-99,-99,26,26,25,-99,25,23,23,20,-99,-99,-99,18,31,22,-99,32,27
2/11/2024,24,-99,8,-99,17,30,29,25,27,-99,-99,10,-99,24,27,-99,-99,24,-99,-99,28,35,31,-99,29,21,25,19,-99,-99,-99,18,24,28,-99,35,30
3/11/2024,1,-99,7,-99,23,32,32,28,21,-99,-99,13,-99,25,33,-99,-99,36,-99,-99,38,40,30,-99,32,17,37,26,-99,-99,-99,25,25,37,-99,29,35
3/11/2024,2,-99,7,-99,21,33,30,26,18,-99,-99,17,-99,34,36,-99,-99,43,-99,-99,45,34,26,-99,44,17,33,32,-99,-99,-99,32,26,37,-99,22,34
3/11/2024,3,-99,5,-99,18,34,30,27,16,-99,-99,14,-99,37,39,-99,-99,37,-99,-99,42,27,18,-99,40,22,37,36,-99,-99,-99,26,31,26,-99,21,33
3/11/2024,4,-99,6,-99,18,30,29,21,11,-99,-99,15,-99,37,32,-99,-99,35,-99,-99,38,29,17,-99,31,21,33,31,-99,-99,-99,23,32,23,-99,17,33
3/11/2024,5,-99,4,-99,17,26,27,17,13,-99,-99,11,-99,25,29,-99,-99,29,-99,-99,35,28,15,-99,17,13,31,25,-99,-99,-99,21,29,15,-99,17,28
3/11/2024,6,-99,5,-99,16,22,23,14,16,-99,-99,7,-99,22,30,-99,-99,23,-99,-99,29,26,14,-99,24,10,29,25,-99,-99,-99,20,25,14,-99,18,30
3/11/2024,7,-99,4,-99,15,21,21,13,18,-99,-99,9,-99,21,27,-99,-99,24,-99,-99,28,27,13,-99,24,10,27,26,-99,-99,-99,19,20,15,-99,16,29
3/11/2024,8,-99,8,-99,17,19,22,16,17,-99,-99,13,-99,20,26,-99,-99,22,-99,-99,26,27,14,-99,21,11,30,24,-99,-99,-99,19,21,15,-99,17,30
3/11/2024,9,-99,9,-99,23,21,33,24,14,-99,-99,15,-99,18,34,-99,-99,26,-99,-99,30,33,19,-99,31,17,33,24,-99,-99,-99,24,30,13,-99,23,33
3/11/2024,10,-99,15,-99,26,13,41,24,7,-99,-99,29,-99,19,32,-99,-99,34,-99,-99,43,34,9,-99,34,18,30,17,-99,-99,-99,36,33,16,-99,22,27
3/11/2024,11,-99,17,-99,18,11,23,17,7,-99,-99,33,-99,17,25,-99,-99,28,-99,-99,43,25,7,-99,24,13,20,15,-99,-99,-99,33,27,10,-99,17,23
3/11/2024,12,-99,11,-99,21,13,18,10,6,-99,-99,21,-99,10,15,-99,-99,26,-99,-99,32,22,5,-99,11,8,17,10,-99,-99,-99,36,16,10,-99,8,19
3/11/2024,13,-99,9,-99,14,11,17,10,6,-99,-99,17,-99,5,9,-99,-99,26,-99,-99,24,18,4,-99,5,7,12,13,-99,-99,-99,19,12,11,-99,5,17
3/11/2024,14,-99,10,-99,12,10,16,10,7,-99,-99,14,-99,5,5,-99,-99,23,-99,-99,21,14,4,-99,4,10,10,11,-99,-99,-99,18,10,12,-99,6,17
3/11/2024,15,-99,8,-99,9,8,19,11,5,-99,-99,10,-99,4,5,-99,-99,17,-99,-99,16,14,6,-99,4,10,10,12,-99,-99,-99,17,15,13,-99,6,15
3/11/2024,16,-99,5,-99,9,14,19,9,7,-99,-99,9,-99,5,6,-99,-99,18,-99,-99,37,18,7,-99,8,8,7,11,-99,-99,-99,23,12,9,-99,7,19
3/11/2024,17,-99,5,-99,12,17,19,11,8,-99,-99,14,-99,10,16,-99,-99,15,-99,-99,33,27,9,-99,9,11,7,15,-99,-99,-99,24,14,10,-99,7,18
3/11/2024,18,-99,6,-99,-99,15,22,12,9,-99,-99,14,-99,18,20,-99,-99,24,-99,-99,29,23,9,-99,15,14,10,20,-99,-99,-99,20,-99,13,-99,15,31
3/11/2024,19,-99,17,-99,30,20,34,20,15,-99,-99,25,-99,18,27,-99,-99,24,-99,-99,36,28,11,-99,26,16,22,31,-99,-99,-99,36,28,21,-99,24,28
3/11/2024,20,-99,22,-99,19,27,33,28,19,-99,-99,21,-99,18,27,-99,-99,41,-99,-99,43,37,24,-99,24,23,19,29,-99,-99,-99,51,39,30,-99,33,39
3/11/2024,21,-99,15,-99,14,38,40,32,23,-99,-99,8,-99,32,57,-99,-99,50,-99,-99,45,35,27,-99,18,20,20,31,-99,-99,-99,61,39,40,-99,38,59
3/11/2024,22,-99,16,-99,17,38,55,27,28,-99,-99,8,-99,52,49,-99,-99,44,-99,-99,57,35,22,-99,24,16,36,49,-99,-99,-99,48,31,54,-99,22,57
3/11/2024,23,-99,11,-99,21,38,38,24,22,-99,-99,16,-99,32,52,-99,-99,41,-99,-99,57,47,27,-99,40,13,39,39,-99,-99,-99,36,30,40,-99,11,47
3/11/2024,24,-99,14,-99,19,37,38,22,18,-99,-99,23,-99,28,29,-99,-99,46,-99,-99,44,34,24,-99,37,14,32,30,-99,-99,-99,29,18,33,-99,11,42
4/11/2024,1,-99,12,-99,16,36,37,29,18,-99,-99,12,-99,29,40,-99,-99,41,-99,-99,39,37,11,-99,32,13,36,28,-99,-99,-99,29,34,27,-99,14,38
4/11/2024,2,-99,17,-99,19,29,36,21,16,-99,-99,8,-99,26,40,-99,-99,35,-99,-99,40,39,15,-99,33,10,25,22,-99,-99,-99,21,31,21,-99,11,36
4/11/2024,3,-99,16,-99,16,26,26,19,24,-99,-99,6,-99,26,26,-99,-99,33,-99,-99,37,38,27,-99,22,7,23,22,-99,-99,-99,19,19,19,-99,13,36
4/11/2024,4,-99,14,-99,12,18,27,17,20,-99,-99,5,-99,24,31,-99,-99,32,-99,-99,35,36,20,-99,24,7,30,27,-99,-99,-99,18,22,21,-99,21,35
4/11/2024,5,-99,8,-99,18,23,26,17,22,-99,-99,6,-99,31,33,-99,-99,21,-99,-99,32,29,21,-99,24,10,32,24,-99,-99,-99,19,29,20,-99,22,32
4/11/2024,6,-99,12,-99,19,26,26,16,20,-99,-99,12,-99,27,33,-99,-99,28,-99,-99,33,30,25,-99,31,12,30,28,-99,-99,-99,19,25,20,-99,18,31
4/11/2024,7,-99,13,-99,21,26,27,15,21,-99,-99,16,-99,29,33,-99,-99,29,-99,-99,33,31,23,-99,32,20,30,27,-99,-99,-99,23,26,23,-99,20,33
4/11/2024,8,-99,24,-99,22,26,29,20,22,-99,-99,15,-99,28,37,-99,-99,30,-99,-99,36,34,20,-99,36,22,37,27,-99,-99,-99,24,30,22,-99,-99,43
4/11/2024,9,-99,16,-99,28,34,41,30,-99,-99,-99,20,-99,44,45,-99,-99,35,-99,-99,38,36,21,-99,43,34,47,37,-99,-99,-99,37,45,25,-99,35,50
4/11/2024,10,-99,17,-99,27,27,41,31,14,-99,-99,27,-99,50,37,-99,-99,31,-99,-99,44,35,24,-99,53,29,41,51,-99,-99,-99,62,62,29,-99,45,62
4/11/2024,11,-99,16,-99,37,21,38,20,11,-99,23,51,-99,48,40,-99,-99,36,-99,-99,52,29,20,-99,50,12,36,46,-99,-99,-99,44,52,26,-99,34,55
4/11/2024,12,-99,18,-99,28,21,33,18,9,-99,20,48,-99,14,24,-99,-99,38,-99,-99,41,32,12,-99,29,14,35,19,-99,-99,-99,30,36,18,-99,19,32
4/11/2024,13,-99,16,-99,24,19,37,19,7,-99,15,30,-99,8,12,-99,-99,31,-99,-99,31,30,9,-99,24,12,17,10,-99,-99,-99,23,30,16,-99,19,23
4/11/2024,14,-99,16,-99,19,13,29,20,11,-99,7,23,-99,11,15,-99,-99,24,-99,-99,33,26,7,-99,11,13,6,14,-99,-99,-99,23,25,10,-99,19,22
4/11/2024,15,-99,15,-99,12,10,30,16,8,-99,10,16,-99,12,18,-99,-99,16,-99,-99,24,22,7,-99,8,12,5,17,-99,-99,-99,27,22,7,-99,18,-99
4/11/2024,16,-99,14,-99,10,11,23,16,7,-99,6,19,-99,8,12,-99,-99,16,-99,-99,17,25,7,-99,7,10,7,17,-99,-99,-99,15,21,7,-99,19,-99
4/11/2024,17,-99,12,-99,15,16,29,19,8,-99,9,25,-99,9,14,-99,-99,19,-99,-99,23,15,9,-99,12,12,7,17,-99,-99,-99,19,32,9,-99,21,-99
4/11/2024,18,-99,8,-99,21,32,17,30,10,-99,9,50,-99,14,23,-99,-99,21,-99,-99,33,20,13,-99,19,35,9,22,-99,-99,-99,27,20,11,-99,21,-99
4/11/2024,19,-99,8,-99,34,19,24,33,15,-99,10,26,-99,17,32,-99,-99,34,-99,-99,33,23,13,-99,23,28,14,22,-99,-99,-99,33,18,13,-99,22,-99
4/11/2024,20,-99,15,-99,47,22,45,34,19,-99,11,40,-99,18,28,-99,-99,32,-99,-99,40,23,12,-99,21,30,16,22,-99,-99,-99,35,13,16,-99,18,-99
4/11/2024,21,-99,32,-99,43,33,44,34,23,-99,9,38,-99,15,26,-99,-99,35,-99,-99,42,38,13,-99,25,28,15,24,-99,-99,-99,44,11,20,-99,24,-99
4/11/2024,22,-99,31,-99,45,49,37,31,30,-99,11,26,-99,23,27,-99,-99,40,-99,-99,42,38,10,-99,31,24,17,34,-99,-99,-99,51,24,20,-99,18,-99
4/11/2024,23,-99,19,-99,41,37,36,25,17,-99,10,24,-99,30,26,-99,-99,39,-99,-99,47,36,22,-99,27,22,17,35,-99,-99,-99,46,43,23,-99,30,-99
4/11/2024,24,-99,16,-99,32,30,44,22,14,-99,9,17,-99,29,33,-99,-99,33,-99,-99,40,31,22,-99,26,19,9,40,-99,-99,-99,47,44,21,-99,35,-99
5/11/2024,1,-99,13,-99,26,31,34,21,22,-99,26,12,-99,35,32,-99,-99,31,-99,-99,37,28,22,-99,23,22,21,25,-99,-99,-99,37,40,19,-99,24,-99
5/11/2024,2,-99,10,-99,24,29,28,18,21,-99,25,9,-99,21,33,-99,-99,28,-99,-99,34,28,19,-99,27,16,33,23,-99,-99,-99,29,35,20,-99,25,-99
5/11/2024,3,-99,7,-99,21,26,28,17,21,-99,21,6,-99,15,33,-99,-99,24,-99,-99,34,28,23,-99,28,7,20,27,-99,-99,-99,26,34,15,-99,27,-99
5/11/2024,4,-99,6,-99,18,21,27,16,17,-99,25,4,-99,24,30,-99,-99,24,-99,-99,28,25,21,-99,22,9,27,26,-99,-99,-99,24,34,14,-99,23,-99
5/11/2024,5,-99,13,-99,19,20,25,13,22,-99,17,5,-99,22,24,-99,-99,23,-99,-99,26,23,18,-99,20,13,26,24,-99,-99,-99,23,25,16,-99,19,-99
5/11/2024,6,-99,14,-99,19,23,24,12,19,-99,29,9,-99,22,26,-99,-99,24,-99,-99,27,28,17,-99,26,13,24,23,-99,-99,-99,22,24,21,-99,17,-99
5/11/2024,7,-99,16,-99,23,21,24,13,17,-99,32,17,-99,21,25,-99,-99,25,-99,-99,26,27,16,-99,24,15,25,23,-99,-99,-99,24,24,19,-99,21,-99
5/11/2024,8,-99,22,-99,26,24,29,15,20,-99,29,18,-99,19,27,-99,-99,27,-99,-99,31,27,20,-99,28,18,31,24,-99,-99,-99,28,26,17,-99,24,-99
5/11/2024,9,-99,20,-99,39,33,39,36,28,-99,21,16,-99,23,-99,-99,-99,29,-99,-99,44,35,24,-99,44,26,44,-99,-99,-99,-99,42,36,19,-99,-99,-99
5/11/2024,10,-99,30,-99,43,37,49,35,26,-99,27,26,-99,31,-99,-99,-99,45,-99,-99,56,43,15,-99,49,31,63,42,-99,-99,-99,61,44,26,-99,41,-99
5/11/2024,11,-99,22,-99,22,43,55,25,21,-99,26,26,-99,21,-99,-99,-99,67,-99,-99,59,46,9,-99,25,27,58,33,-99,-99,-99,35,34,42,-99,26,-99
5/11/2024,12,-99,21,-99,30,45,52,28,26,-99,29,19,-99,17,-99,-99,-99,46,-99,-99,38,41,8,-99,11,21,23,18,-99,-99,-99,37,23,48,-99,16,-99
5/11/2024,13,-99,24,-99,30,29,38,35,22,-99,29,21,-99,11,-99,-99,-99,25,-99,-99,33,39,7,-99,9,30,15,17,-99,-99,-99,43,21,24,-99,11,-99
5/11/2024,14,-99,35,-99,24,15,27,21,19,-99,26,16,-99,6,-99,-99,-99,18,-99,-99,23,28,6,-99,8,24,13,12,-99,-99,-99,44,19,15,-99,8,-99
5/11/2024,15,-99,28,-99,20,13,15,20,12,-99,28,16,-99,4,-99,-99,-99,15,-99,-99,28,24,5,-99,10,18,14,9,-99,-99,-99,39,17,13,-99,7,-99
5/11/2024,16,-99,15,-99,22,16,24,19,10,-99,28,17,-99,8,-99,-99,-99,21,-99,-99,31,26,6,-99,13,17,14,14,-99,-99,-99,39,18,18,-99,6,-99
5/11/2024,17,-99,9,-99,21,18,35,13,19,-99,38,19,-99,14,-99,-99,-99,23,-99,-99,41,29,11,-99,21,12,17,19,-99,-99,-99,40,20,15,-99,6,-99
5/11/2024,18,-99,12,-99,42,22,39,24,17,-99,49,30,-99,14,-99,-99,-99,31,-99,-99,31,44,16,-99,13,17,15,20,-99,-99,-99,52,20,15,-99,19,-99
5/11/2024,19,-99,23,-99,57,23,32,26,27,-99,27,47,-99,21,-99,-99,-99,32,-99,-99,28,34,25,-99,28,20,15,30,-99,-99,-99,54,26,15,-99,28,-99
5/11/2024,20,-99,15,-99,26,26,30,35,23,-99,27,33,-99,23,-99,-99,-99,29,-99,-99,32,36,26,-99,32,36,14,32,-99,-99,-99,39,24,17,-99,22,-99
5/11/2024,21,-99,30,-99,20,28,30,40,20,-99,12,20,-99,23,-99,-99,-99,34,-99,-99,38,27,18,-99,31,30,20,27,-99,-99,-99,22,32,30,-99,21,-99
5/11/2024,22,-99,27,-99,24,23,40,19,15,-99,12,22,-99,29,-99,-99,-99,40,-99,-99,39,25,30,-99,28,20,32,33,-99,-99,-99,40,36,26,-99,20,-99
5/11/2024,23,-99,26,-99,15,30,32,32,21,-99,21,17,-99,32,-99,-99,-99,42,-99,-99,43,32,21,-99,31,23,28,34,-99,-99,-99,28,43,33,-99,25,-99
5/11/2024,24,-99,15,-99,12,33,-99,34,24,-99,40,8,-99,52,-99,-99,-99,43,-99,-99,39,40,34,-99,31,25,-99,19,-99,-99,-99,26,42,47,-99,20,-99
6/11/2024,1,-99,-99,-99,-99,30,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,49,-99,27,-99,-99,-99,-99,23,-99,-99,-99,-99,32,39,-99,-99,-99
6/11/2024,2,-99,-99,-99,-99,35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,44,-99,24,-99,-99,-99,-99,34,-99,-99,-99,-99,25,30,-99,-99,-99
6/11/2024,3,-99,-99,-99,-99,27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,38,-99,24,-99,-99,-99,-99,35,-99,-99,-99,-99,22,24,-99,-99,-99
6/11/2024,4,-99,9,-99,16,19,29,16,24,-99,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,35,-99,21,2,25,-99,-99,23,-99,-99,-99,27,25,26,-99,29,-99
6/11/2024,5,-99,12,-99,13,25,27,14,22,-99,27,5,-99,25,-99,-99,-99,30,-99,-99,39,-99,18,3,27,7,33,25,-99,-99,-99,22,24,20,-99,24,30
6/11/2024,6,-99,21,-99,17,27,28,15,21,-99,31,10,-99,22,-99,-99,-99,31,-99,-99,40,-99,18,3,30,13,32,24,-99,-99,-99,21,23,20,-99,26,29
6/11/2024,7,-99,20,-99,20,28,31,16,20,-99,34,17,-99,23,-99,-99,-99,29,-99,-99,35,-99,19,4,25,19,28,22,-99,-99,-99,26,24,22,-99,25,27
6/11/2024,8,-99,25,-99,23,29,36,20,22,-99,29,19,-99,22,-99,-99,-99,32,-99,-99,37,-99,23,5,28,20,35,23,-99,-99,-99,30,25,23,-99,23,30
6/11/2024,9,-99,23,-99,36,36,53,40,19,-99,16,24,-99,20,-99,-99,-99,54,-99,-99,63,-99,34,5,40,25,50,27,-99,-99,-99,44,38,25,-99,30,40
6/11/2024,10,-99,28,-99,51,46,62,39,27,-99,15,53,-99,30,-99,-99,-99,65,-99,-99,80,-99,33,6,56,32,56,33,-99,-99,-99,51,57,21,-99,38,49
6/11/2024,11,-99,17,-99,49,26,53,20,22,-99,18,64,-99,26,-99,-99,-99,54,-99,-99,79,-99,26,3,56,24,38,29,-99,-99,-99,64,60,12,-99,24,32
6/11/2024,12,-99,14,-99,45,15,36,13,12,-99,23,50,-99,18,-99,-99,-99,46,-99,-99,48,-99,16,3,26,15,22,20,-99,-99,-99,38,41,7,-99,19,28
6/11/2024,13,-99,14,-99,33,24,28,11,8,-99,22,25,-99,9,-99,-99,-99,35,-99,-99,35,-99,11,2,19,12,19,9,-99,-99,-99,40,27,9,-99,12,26
6/11/2024,14,-99,12,-99,28,22,25,13,8,-99,22,23,-99,8,-99,-99,-99,29,-99,-99,33,-99,9,2,17,11,17,13,-99,-99,-99,36,21,7,-99,13,28
6/11/2024,15,-99,15,-99,20,18,27,17,8,-99,28,20,-99,6,-99,-99,-99,24,-99,-99,20,-99,5,2,14,12,15,17,-99,-99,-99,34,19,9,-99,9,30
6/11/2024,16,-99,18,-99,15,17,34,21,9,-99,25,18,-99,8,-99,-99,-99,24,-99,-99,33,-99,5,2,12,21,17,15,-99,-99,-99,29,19,9,-99,6,33
6/11/2024,17,-99,25,-99,15,18,38,27,10,-99,29,17,-99,11,-99,-99,-99,32,-99,-99,36,-99,8,2,12,27,10,16,-99,-99,-99,34,19,14,-99,7,29
6/11/2024,18,-99,24,-99,20,21,47,30,13,-99,37,25,-99,13,20,-99,-99,36,-99,-99,34,-99,14,2,17,26,9,20,-99,-99,-99,44,22,15,-99,-99,39
6/11/2024,19,-99,33,-99,45,25,53,28,14,-99,37,49,-99,21,30,-99,-99,39,-99,-99,33,-99,17,2,21,24,18,31,-99,-99,-99,71,42,18,-99,38,38
6/11/2024,20,-99,35,-99,31,31,51,49,27,-99,35,43,-99,23,35,-99,-99,39,-99,-99,47,-99,17,3,22,47,21,25,-99,-99,-99,65,60,26,-99,34,38
6/11/2024,21,-99,40,-99,58,41,39,46,25,-99,22,53,-99,27,28,-99,-99,51,-99,-99,46,-99,21,4,25,49,18,27,-99,-99,-99,56,32,33,-99,31,36
6/11/2024,22,-99,43,-99,51,42,46,41,28,-99,46,46,-99,36,37,-99,-99,46,-99,-99,54,-99,21,4,41,44,27,32,-99,-99,-99,48,27,30,-99,39,45
6/11/2024,23,-99,23,-99,26,43,56,48,24,-99,30,40,-99,31,45,-99,-99,37,-99,-99,53,-99,33,3,30,51,24,33,-99,-99,-99,53,54,32,-99,42,43
6/11/2024,24,-99,50,-99,21,39,57,36,29,-99,33,35,-99,29,37,-99,-99,47,-99,-99,53,-99,30,4,24,45,29,31,-99,-99,-99,42,48,28,-99,33,42
7/11/2024,1,-99,23,-99,19,36,52,30,28,-99,42,28,-99,29,37,-99,-99,40,-99,-99,50,-99,28,5,29,40,17,31,-99,-99,-99,36,40,27,-99,30,41
7/11/2024,2,-99,13,-99,28,35,46,29,23,-99,43,17,-99,28,34,-99,-99,37,-99,-99,48,-99,24,8,26,28,34,35,-99,-99,-99,34,37,23,-99,26,34
7/11/2024,3,-99,29,-99,22,33,41,27,21,-99,35,14,-99,29,27,-99,-99,35,-99,-99,44,-99,23,16,20,19,32,32,-99,-99,-99,34,37,16,-99,30,34
7/11/2024,4,-99,23,-99,13,27,36,23,22,-99,35,13,-99,25,31,-99,-99,31,-99,-99,39,-99,23,16,21,17,34,29,-99,-99,-99,32,30,17,-99,31,32
7/11/2024,5,-99,36,-99,19,26,35,19,21,-99,33,12,-99,24,29,-99,-99,29,-99,-99,38,-99,20,15,28,13,34,26,-99,-99,-99,27,31,22,-99,30,31
7/11/2024,6,-99,40,-99,24,27,33,20,18,-99,40,14,-99,25,29,-99,-99,42,-99,-99,37,-99,23,15,28,15,34,26,-99,-99,-99,28,31,21,-99,29,31
7/11/2024,7,-99,38,-99,24,27,34,24,18,-99,41,22,-99,23,29,-99,-99,46,-99,-99,38,-99,21,-99,26,25,33,26,-99,-99,-99,30,31,22,-99,29,32
7/11/2024,8,-99,25,-99,26,30,39,26,23,-99,42,22,-99,23,30,-99,-99,49,-99,-99,43,-99,27,13,28,28,36,25,-99,-99,-99,31,33,23,-99,29,32
7/11/2024,9,-99,28,-99,47,44,51,40,30,-99,33,22,-99,-99,42,-99,-99,52,-99,-99,55,-99,34,17,44,40,55,33,-99,-99,-99,47,43,24,-99,36,46
7/11/2024,10,-99,32,-99,52,56,57,48,39,-99,24,20,-99,34,50,-99,-99,75,-99,-99,66,-99,23,17,56,49,66,55,-99,-99,-99,70,63,32,-99,41,70
7/11/2024,11,-99,39,-99,43,64,55,42,39,-99,25,36,-99,38,47,-99,-99,63,-99,-99,70,-99,18,18,27,49,72,56,-99,-99,-99,96,62,32,-99,34,81
7/11/2024,12,-99,17,-99,19,44,43,29,46,-99,14,46,-99,20,26,-99,-99,43,-99,-99,36,-99,10,7,17,31,26,32,-99,-99,-99,35,42,34,-99,23,53
7/11/2024,13,-99,20,-99,19,14,44,23,26,-99,17,12,-99,10,13,-99,-99,21,-99,-99,24,-99,6,7,10,26,12,22,-99,-99,-99,30,15,17,-99,15,22
7/11/2024,14,-99,26,-99,11,16,39,19,10,-99,21,11,-99,9,7,-99,-99,24,-99,-99,-99,-99,4,5,8,24,10,11,-99,-99,-99,22,12,12,-99,9,15
7/11/2024,15,-99,25,-99,10,20,18,26,9,-99,15,14,-99,6,7,-99,-99,24,-99,-99,-99,-99,4,4,10,26,13,10,-99,-99,-99,17,10,17,-99,7,18
7/11/2024,16,-99,26,-99,11,8,21,15,11,-99,12,12,-99,7,8,-99,-99,14,-99,-99,-99,-99,4,5,10,17,11,11,-99,-99,-99,18,14,15,-99,8,19
7/11/2024,17,-99,20,-99,11,12,28,15,15,-99,15,12,-99,10,16,-99,-99,16,-99,-99,-99,-99,6,7,14,15,13,14,-99,-99,-99,21,19,12,-99,7,23
7/11/2024,18,-99,30,-99,13,18,28,20,15,-99,20,15,-99,17,23,-99,-99,23,-99,-99,42,-99,10,7,23,22,19,19,-99,-99,-99,27,27,17,-99,14,25
7/11/2024,19,-99,33,-99,30,23,41,25,20,-99,19,39,-99,17,25,-99,-99,27,-99,-99,44,-99,15,7,28,25,17,22,-99,-99,-99,37,29,20,-99,17,23
7/11/2024,20,-99,34,-99,32,20,31,23,20,-99,27,37,-99,15,23,-99,-99,29,-99,-99,25,-99,14,18,27,36,27,24,-99,-99,-99,29,16,21,-99,19,37
7/11/2024,21,-99,21,-99,34,20,36,21,36,-99,36,41,-99,20,22,-99,-99,34,-99,-99,30,-99,26,17,24,18,33,31,-99,-99,-99,40,25,20,-99,23,33
7/11/2024,22,-99,28,-99,29,25,41,26,41,-99,24,36,-99,25,34,-99,-99,33,-99,-99,34,-99,26,16,35,33,33,31,-99,-99,-99,39,42,26,-99,31,31
7/11/2024,23,-99,25,-99,28,35,43,38,45,-99,26,26,-99,31,32,-99,-99,36,-99,-99,38,-99,28,17,36,37,40,27,-99,-99,-99,39,39,33,-99,38,20
7/11/2024,24,-99,10,-99,19,33,38,31,39,-99,32,17,-99,40,40,-99,-99,42,-99,-99,43,-99,27,21,35,26,40,35,-99,-99,-99,38,36,48,-99,37,18
8/11/2024,1,-99,7,-99,12,36,35,16,29,-99,24,12,-99,35,40,-99,-99,39,-99,-99,40,33,34,19,33,15,34,38,-99,-99,-99,34,35,48,-99,35,27
8/11/2024,2,-99,6,-99,11,35,35,17,27,-99,17,9,-99,31,39,-99,-99,38,-99,-99,36,37,29,14,32,10,30,34,-99,-99,-99,29,34,34,-99,32,39
8/11/2024,3,-99,5,-99,10,31,34,15,21,-99,23,6,-99,29,36,-99,-99,37,-99,-99,35,34,26,11,28,7,27,31,-99,-99,-99,25,30,30,-99,28,34
